IDCell,Time,Country_code,SmsIn,SmsOut,CallIn,CallOut,Internet
5548,1383664800000.00,91,0.78513384,,,,
5548,1383664800000.00,971,,0.504953017,,,
5548,1383665400000.00,0,7.064816091,,,0.269280805,
5548,1383665400000.00,39,17.19163256,15.22335354,23.34597686,30.21586495,366.4791963
5548,1383665400000.00,44,,,0.083357603,,0.95599303
5548,1383665400000.00,48,,,,,0.232925537
5548,1383665400000.00,971,,1.009906034,,,
5548,1383666000000.00,0,7.419690962,0.78513384,,,
5548,1383666000000.00,20,,,,0.95599303,
5548,1383666000000.00,39,18.51689182,14.98170391,15.81972482,20.83137646,365.20505
5548,1383666000000.00,49,,,0.232925537,,
5548,1383666000000.00,94,,,,0.232925537,
5548,1383666600000.00,0,6.798824899,,,,
5548,1383666600000.00,380,,,,0.39256692,
5548,1383666600000.00,39,20.55051364,12.68978561,17.65816334,24.80353368,303.4709714
5548,1383666600000.00,46,,,,,0.504953017
5548,1383667200000.00,0,5.455259789,,,,
5548,1383667200000.00,39,22.44961846,13.43426228,18.64668615,25.13029236,279.7890012
5548,1383667200000.00,41,0.78513384,,,,
5548,1383667200000.00,44,2.450547671,,,,
5548,1383667200000.00,49,,,,,0.232925537
5548,1383667800000.00,0,4.182469609,,,1.348559951,
5548,1383667800000.00,39,15.44001493,12.18528745,25.99194579,19.21319094,269.0650121
5548,1383667800000.00,41,,,0.083357603,,
5548,1383667800000.00,46,0.504953017,,,,
5548,1383668400000.00,0,3.709882529,0.39256692,,0.95599303,
5548,1383668400000.00,33,0.0792835,,,,
5548,1383668400000.00,370,,,0.95599303,,
5548,1383668400000.00,39,11.1195136,8.943245268,26.13185875,19.39384144,287.305068
5548,1383668400000.00,41,0.269280805,,,,
5548,1383668400000.00,44,,,0.232925537,,
5548,1383668400000.00,972,,0.083357603,,,
5548,1383669000000.00,0,3.373232237,0.504953017,,,
5548,1383669000000.00,31,0.39256692,,,,
5548,1383669000000.00,39,17.50934538,9.924262728,22.65693895,31.08838731,237.4851754
5548,1383669000000.00,41,,0.269280805,,1.03527653,
5548,1383669000000.00,593,,,,0.0792835,
5548,1383669600000.00,0,3.103086555,,,,
5548,1383669600000.00,1,0.39256692,,,,
5548,1383669600000.00,39,18.67835299,12.52082478,21.14703993,27.54641863,239.0380005
5548,1383669600000.00,41,,0.39256692,1.039350634,,
5548,1383669600000.00,49,,,0.214297057,,
5548,1383670200000.00,0,2.198824602,,,,
5548,1383670200000.00,39,14.933732,12.70146556,16.3285984,23.84213639,276.0614121
5548,1383670200000.00,53,,,0.504953017,,
5548,1383670800000.00,0,3.364714021,,,,
5548,1383670800000.00,355,,,,0.0792835,
5548,1383670800000.00,39,19.11161376,16.7416928,20.07215831,19.35397896,264.1166706
5548,1383670800000.00,41,,,,0.083357603,
5548,1383671400000.00,0,3.248769067,,,,
5548,1383671400000.00,1,,0.95599303,,,
5548,1383671400000.00,33,0.232925537,,0.504953017,0.504953017,
5548,1383671400000.00,39,17.81556225,14.1343691,18.46460066,20.02291904,273.2323458
5548,1383671400000.00,44,,,,,0.47185042
5548,1383671400000.00,46,,0.0792835,,,
5548,1383671400000.00,7,,,,,0.504953017
5548,1383672000000.00,0,3.476956992,,,0.232925537,
5548,1383672000000.00,39,18.85306563,12.44553332,16.27867664,16.62711635,277.5251654
5548,1383672000000.00,44,,,,,0.625492457
5548,1383672600000.00,0,1.170627031,0.083357603,,,
5548,1383672600000.00,1,0.802207867,,0.0792835,,
5548,1383672600000.00,33,,0.232925537,0.504953017,,
5548,1383672600000.00,39,15.03082103,13.52957886,22.08739829,23.75764654,252.7637324
5548,1383672600000.00,86,0.39256692,,,,
5548,1383673200000.00,0,1.188918568,,,,
5548,1383673200000.00,20,,,,0.0792835,
5548,1383673200000.00,31,,,0.39256692,,
5548,1383673200000.00,32,,,,,0.504953017
5548,1383673200000.00,380,,,,1.307160884,
5548,1383673200000.00,39,23.07342604,7.416272055,25.16777239,28.5321904,276.8210743
5548,1383673200000.00,54,,,0.0792835,,
5548,1383673200000.00,63,,,0.083357603,,
5548,1383673800000.00,0,1.606369998,,,,
5548,1383673800000.00,39,14.71830533,10.07725148,17.79845803,19.2014449,301.0652634
5548,1383673800000.00,41,,,0.269280805,,
5548,1383673800000.00,49,,,,,0.719250075
5548,1383674400000.00,0,3.230213834,0.083357603,,,
5548,1383674400000.00,33,,,0.504953017,0.237850499,
5548,1383674400000.00,34,,,,,0.95599303
5548,1383674400000.00,380,0.083357603,,,,
5548,1383674400000.00,39,12.50711991,15.22242207,26.69557987,20.89265908,257.5933744
5548,1383674400000.00,44,,0.504953017,,,
5548,1383674400000.00,90,0.083357603,,,,
5548,1383674400000.00,964,,,0.39256692,,
5548,1383675000000.00,0,4.393991206,,,,
5548,1383675000000.00,380,,,,0.083357603,
5548,1383675000000.00,39,16.95791042,13.57742355,27.87539172,21.81983652,272.8718553
5548,1383675000000.00,41,,,,0.39256692,
5548,1383675000000.00,44,,1.348559951,0.232925537,,
5548,1383675600000.00,0,4.359506067,,0.39256692,,
5548,1383675600000.00,20,0.0792835,,,,
5548,1383675600000.00,32,0.214297057,,,,
5548,1383675600000.00,39,13.96146898,16.68170327,19.667371,19.43652115,319.274802
5548,1383675600000.00,41,0.78513384,,,,
5548,1383675600000.00,44,2.867979091,,0.39256692,,
5548,1383675600000.00,51,,,,0.083357603,
5548,1383676200000.00,0,3.605559867,,,,
5548,1383676200000.00,1647,,0.083357603,,,
5548,1383676200000.00,32,0.214297057,0.214297057,,,
5548,1383676200000.00,33,0.39256692,,,,
5548,1383676200000.00,39,12.44188592,18.87842566,19.99346224,26.44377079,344.4654638
5548,1383676200000.00,41,0.083357603,,0.475924524,,
5548,1383676200000.00,43,0.78513384,,,,
5548,1383676200000.00,44,0.39256692,,,,
5548,1383676200000.00,49,,,,,0.504953017
5548,1383676800000.00,0,4.205914863,0.39256692,,,
5548,1383676800000.00,33,0.083357603,0.083357603,0.232925537,,
5548,1383676800000.00,39,15.55662044,9.182661379,12.66004333,23.53211395,242.9599068
5548,1383676800000.00,40,,,,0.95599303,
5548,1383676800000.00,41,,,,,0.504953017
5548,1383676800000.00,43,,,0.214297057,,
5548,1383677400000.00,0,7.087293689,,,,
5548,1383677400000.00,32,0.083357603,,,,
5548,1383677400000.00,33,0.083357603,0.083357603,,,
5548,1383677400000.00,355,,,0.232925537,,
5548,1383677400000.00,380,,,,0.232925537,
5548,1383677400000.00,39,17.57631192,14.59193146,16.56231725,20.81707416,319.8319208
5548,1383677400000.00,44,,,,,0.897519937
5548,1383678000000.00,0,3.892488316,,,,
5548,1383678000000.00,33,0.39256692,,,,
5548,1383678000000.00,34,,,,,0.232925537
5548,1383678000000.00,39,12.34814609,10.70559352,12.60106051,14.33052976,260.6539084
5548,1383678000000.00,41,,,0.269280805,,0.39256692
5548,1383678000000.00,46,,,,0.232925537,
5548,1383678600000.00,0,2.899462009,,,0.083357603,
5548,1383678600000.00,1,,,,0.0792835,
5548,1383678600000.00,380,,,,0.083357603,
5548,1383678600000.00,39,11.96196044,8.158229755,17.28345062,17.64056875,265.1131011
5548,1383678600000.00,40,,,0.39256692,,
5548,1383678600000.00,41,,,,0.95599303,
5548,1383678600000.00,44,,,0.232925537,,
5548,1383678600000.00,972,0.39256692,0.39256692,,,
5548,1383679200000.00,0,2.448902548,0.214297057,,0.504953017,
5548,1383679200000.00,32,0.752858667,0.269280805,,,
5548,1383679200000.00,34,,,,,0.95599303
5548,1383679200000.00,39,12.13888838,4.229237896,12.17391352,16.34892677,268.2077846
5548,1383679200000.00,40,0.39256692,,,,
5548,1383679200000.00,81,0.53856161,0.269280805,,,
5548,1383679800000.00,0,1.794638282,0.39256692,,,
5548,1383679800000.00,32,,,,,0.39256692
5548,1383679800000.00,39,9.489983762,9.903681409,8.238158261,10.58042122,338.1836348
5548,1383679800000.00,40,,,0.39256692,,
5548,1383679800000.00,49,,,,,0.504953017
5548,1383680400000.00,0,4.056977602,0.083357603,,,
5548,1383680400000.00,33,,1.514859051,,,
5548,1383680400000.00,39,18.19837357,9.630430409,10.15354649,8.633300317,282.4026122
5548,1383680400000.00,40,,,0.39256692,,
5548,1383680400000.00,41,0.269280805,,0.214297057,,
5548,1383680400000.00,44,,,0.232925537,,
5548,1383680400000.00,81,0.39256692,,,,
5548,1383681000000.00,0,6.432273541,,,,
5548,1383681000000.00,33,,0.504953017,,,
5548,1383681000000.00,34,,,,,1.911986061
5548,1383681000000.00,39,7.875405308,9.887828485,8.956463439,10.3394329,252.3638206
5548,1383681000000.00,41,1.177700761,,,,
5548,1383681600000.00,0,0.858417994,,,,
5548,1383681600000.00,39,11.36509754,11.97166123,10.04292623,10.2279139,218.2406423
5548,1383681600000.00,49,,,0.39256692,,
5548,1383682200000.00,0,2.306591782,0.39256692,0.39256692,,
5548,1383682200000.00,1,,,,0.39256692,
5548,1383682200000.00,33,0.465851074,,0.39256692,,
5548,1383682200000.00,34,,,,,0.39256692
5548,1383682200000.00,39,10.68312211,10.33050705,7.469236336,7.812062259,251.4678447
5548,1383682200000.00,41,,0.39256692,,,
5548,1383682200000.00,44,0.214297057,,,,
5548,1383682800000.00,0,0.86741706,,,,
5548,1383682800000.00,33,0.465851074,,,0.232925537,0.39256692
5548,1383682800000.00,34,,,0.39256692,,
5548,1383682800000.00,39,6.741459348,9.082787331,7.441371353,7.466005264,239.6325519
5548,1383682800000.00,46,0.39256692,,,,0.0792835
5548,1383682800000.00,49,,,0.269280805,,
5548,1383682800000.00,54,0.0792835,,,,
5548,1383683400000.00,0,0.634491523,,,,
5548,1383683400000.00,33,0.504953017,0.0792835,0.269280805,,
5548,1383683400000.00,39,9.64386333,8.715763199,10.19231073,7.552239031,257.0157988
5548,1383683400000.00,44,,,,0.269280805,
5548,1383683400000.00,94,,,,0.232925537,
5548,1383684000000.00,0,1.863423356,,0.39256692,,
5548,1383684000000.00,33,0.737878554,,,,
5548,1383684000000.00,39,9.627909881,6.833782845,6.71221089,10.3474599,274.0957108
5548,1383684000000.00,41,0.39256692,,,,
5548,1383684600000.00,0,1.357815701,,,,
5548,1383684600000.00,33,,,,,0.39256692
5548,1383684600000.00,39,8.830032602,18.49189816,2.273964118,6.629109972,231.1681369
5548,1383684600000.00,41,0.39256692,,,,
5548,1383684600000.00,49,,1.911986061,,,
5548,1383685200000.00,0,1.969908425,0.39256692,,,
5548,1383685200000.00,381,0.465851074,0.232925537,,,
5548,1383685200000.00,39,9.735313812,11.08363931,4.389544295,4.573621562,196.2052904
5548,1383685200000.00,41,,,,,1.018059378
5548,1383685200000.00,44,0.39256692,,,,
5548,1383685200000.00,49,0.95599303,0.78513384,,,0.0792835
5548,1383685200000.00,51,,,,0.39256692,
5548,1383685800000.00,0,1.8415585,,,,
5548,1383685800000.00,33,,,,,0.39256692
5548,1383685800000.00,34,,,,,0.95599303
5548,1383685800000.00,351,,,0.232925537,,
5548,1383685800000.00,39,8.210091815,8.789312176,4.783558406,4.055262167,204.4809556
5548,1383685800000.00,49,,1.911986061,,,
5548,1383686400000.00,0,2.300735562,,,,
5548,1383686400000.00,33,,,,,0.39256692
5548,1383686400000.00,39,7.481800725,7.947921633,3.608712363,3.267138985,353.7784932
5548,1383686400000.00,44,0.504953017,,,,
5548,1383686400000.00,49,1.911986061,,,,
5548,1383687000000.00,0,0.555208023,,,,
5548,1383687000000.00,33,0.0792835,,,0.504953017,
5548,1383687000000.00,39,7.45884155,7.331429953,4.03363557,5.542949963,223.7772147
5548,1383687000000.00,51,,,,0.78513384,
5548,1383687600000.00,0,5.786098848,0.083357603,,,
5548,1383687600000.00,33,,,,,0.39256692
5548,1383687600000.00,351,,,0.78513384,,
5548,1383687600000.00,39,16.78745011,4.345461516,5.852382425,5.967916884,208.2822805
5548,1383687600000.00,49,0.634267997,0.95599303,,,
5548,1383687600000.00,51,,,,0.39256692,
5548,1383687600000.00,90,0.083357603,,,,
5548,1383688200000.00,0,0.897519937,,,,
5548,1383688200000.00,351,0.232925537,0.232925537,,,
5548,1383688200000.00,39,6.472221255,8.516754412,4.559745493,5.241192249,247.2133481
5548,1383688200000.00,44,,0.333430413,,,
5548,1383688200000.00,49,1.911986061,0.95599303,,,
5548,1383688800000.00,0,0.708850061,,,,
5548,1383688800000.00,33,,,,,0.39256692
5548,1383688800000.00,34,,,0.232925537,,
5548,1383688800000.00,351,0.232925537,,,,
5548,1383688800000.00,39,4.194949244,4.425389927,2.609618315,2.609860981,205.4501831
5548,1383688800000.00,41,0.39256692,,,,
5548,1383688800000.00,49,,0.95599303,0.232925537,,
5548,1383688800000.00,7,0.504953017,0.504953017,,,
5548,1383689400000.00,0,1.018059378,,,,
5548,1383689400000.00,33,,,,,0.39256692
5548,1383689400000.00,34,,,,,0.39256692
5548,1383689400000.00,39,5.802540122,6.805662034,0.609863698,2.049256668,249.0904024
5548,1383689400000.00,41,0.39256692,,,,
5548,1383689400000.00,44,,,,0.269280805,
5548,1383689400000.00,49,,0.95599303,,,
5548,1383690000000.00,0,1.996982653,0.39256692,,0.802207867,
5548,1383690000000.00,31,,,,0.95599303,
5548,1383690000000.00,32,,,,,0.78513384
5548,1383690000000.00,33,0.0792835,0.0792835,,,
5548,1383690000000.00,39,6.09554107,6.617650341,1.027058443,5.320396511,213.9180563
5548,1383690000000.00,43,,,,,0.504953017
5548,1383690000000.00,44,,,,,0.625492457
5548,1383690000000.00,49,,0.95599303,,,
5548,1383690600000.00,0,0.802207867,0.083357603,,,
5548,1383690600000.00,39,5.890943148,4.231500081,2.943118608,4.861767522,185.4937132
5548,1383690600000.00,43,1.570267681,1.570267681,,,0.232925537
5548,1383691200000.00,0,1.460946048,,,,
5548,1383691200000.00,20,,,,,0.39256692
5548,1383691200000.00,33,,,,,0.39256692
5548,1383691200000.00,34,,,,,0.95599303
5548,1383691200000.00,39,3.331130574,10.5195507,1.482499125,,195.2923588
5548,1383691200000.00,43,0.428594115,,,,
5548,1383691200000.00,44,0.39256692,,,,
5548,1383691200000.00,49,,0.95599303,,,
5548,1383691800000.00,0,1.035133404,,,,
5548,1383691800000.00,32,,,,,0.232925537
5548,1383691800000.00,351,,1.177700761,,,
5548,1383691800000.00,39,4.801265149,6.965315833,0.39256692,1.8415585,180.7065466
5548,1383691800000.00,63,,,,0.584236517,
5548,1383692400000.00,0,0.0792835,,,,
5548,1383692400000.00,33,0.39256692,0.39256692,,,0.39256692
5548,1383692400000.00,377,,,0.39256692,,
5548,1383692400000.00,39,1.682653778,4.585922623,2.751032905,1.643551835,185.7760506
5548,1383693000000.00,0,0.166715207,,,,
5548,1383693000000.00,20,1.570267681,,,,
5548,1383693000000.00,39,2.558288925,5.983093312,0.875565267,1.220876901,166.6958846
5548,1383693000000.00,86,,,,,0.504953017
5548,1383693600000.00,0,1.273127029,,,,
5548,1383693600000.00,33,,,,,0.39256692
5548,1383693600000.00,39,4.884133162,3.22165879,0.25007281,1.348559951,168.7781326
5548,1383694200000.00,0,1.250984915,,,,
5548,1383694200000.00,1,0.39256692,,,,
5548,1383694200000.00,39,2.133693791,5.577942849,0.858417994,1.853512968,159.1718864
5548,1383694800000.00,39,1.540229547,3.43229381,1.009906034,1.03527653,182.3716555
5548,1383695400000.00,0,2.79919052,,,,
5548,1383695400000.00,33,,,,,1.166800742
5548,1383695400000.00,39,0.39256692,3.722612826,0.39256692,1.812113901,161.136247
5548,1383696000000.00,0,0.312209037,0.158566999,,,
5548,1383696000000.00,34,,,,,0.95599303
5548,1383696000000.00,39,1.741126871,3.649328672,0.39256692,0.232925537,151.2077403
5548,1383696000000.00,44,,0.53856161,,,
5548,1383696600000.00,0,0.396417498,,,,
5548,1383696600000.00,39,,3.417814462,1.460946048,0.39256692,162.314685
5548,1383697200000.00,39,,2.730592601,1.460946048,0.39256692,157.7949273
5548,1383697200000.00,93,,,0.39256692,,
5548,1383697800000.00,0,0.166715207,,,,
5548,1383697800000.00,39,,1.674505665,,0.39256692,146.2046378
5548,1383698400000.00,39,0.404565705,2.126653221,,0.232925537,133.6557868
5548,1383699000000.00,0,0.39256692,,,,
5548,1383699000000.00,39,1.166800742,1.930829262,0.39256692,0.95599303,144.428779
5548,1383699000000.00,43,,,,,0.214297057
5548,1383699600000.00,39,0.855695608,3.341536674,,,144.8012635
5548,1383700200000.00,0,0.237850499,,,,
5548,1383700200000.00,39,,1.655877185,0.232925537,0.269280805,150.9782443
5548,1383700800000.00,39,0.269280805,2.001694814,,,140.3218235
5548,1383701400000.00,33,,,,,0.39256692
5548,1383701400000.00,39,1.07712322,3.091958732,,,144.1243307
5548,1383702000000.00,39,1.911986061,3.032976003,,,127.8026735
5548,1383702600000.00,39,,2.4956667,0.39256692,,139.5361241
5548,1383703200000.00,33,,,,,0.39256692
5548,1383703200000.00,39,,2.025816644,0.504953017,,190.8192119
5548,1383703800000.00,39,,2.652051772,0.293580557,,163.8316223
5548,1383704400000.00,0,0.166715207,,,,
5548,1383704400000.00,39,2.467787618,3.035722678,,0.39256692,135.1449672
5548,1383704400000.00,43,,,,,0.504953017
5548,1383704400000.00,63,,,,0.083357603,
5548,1383705000000.00,39,,2.338025681,,,124.8566357
5548,1383705000000.00,43,,,,,0.232925537
5548,1383705600000.00,39,,2.509394507,,,121.5592459
5548,1383706200000.00,39,0.39256692,3.074824621,,0.083357603,131.4706895
5548,1383706800000.00,39,,2.649155104,,,130.4959881
5548,1383707400000.00,39,,2.723513642,,,114.2393486
5548,1383708000000.00,39,,2.882080641,,,126.014359
5548,1383708600000.00,1,0.39256692,,,,
5548,1383708600000.00,39,0.232925537,3.500494139,,,118.3253154
5548,1383708600000.00,63,0.0792835,,,,
5548,1383709200000.00,0,0.39256692,,,,
5548,1383709200000.00,39,,2.297844124,,,114.8563039
5548,1383709800000.00,39,,1.655877185,,0.214297057,116.3513534
5548,1383710400000.00,39,,2.319397201,,,114.114106
5548,1383711000000.00,39,0.158566999,2.763695198,,0.504953017,110.0159251
5548,1383711600000.00,39,0.083357603,2.258742181,1.009906034,,114.7310389
5548,1383711600000.00,63,,,,0.39256692,
5548,1383712200000.00,34,,,,,0.95599303
5548,1383712200000.00,39,0.504953017,1.946533144,0.232925537,,115.3494569
5548,1383712800000.00,39,,3.135451712,,1.911986061,108.0097082
5548,1383713400000.00,0,0.39256692,,,,
5548,1383713400000.00,39,0.39256692,2.240113702,,0.39256692,116.3578171
5548,1383714000000.00,39,3.339829511,4.139989134,0.719250075,,109.9131845
5548,1383714600000.00,39,3.260546012,2.726438239,,,107.6188072
5548,1383714600000.00,43,,,,,0.214297057
5548,1383714600000.00,63,,,,0.719250075,
5548,1383715200000.00,39,0.158566999,3.000619717,0.606863978,,116.54109
5548,1383715800000.00,0,1.491767333,,,,
5548,1383715800000.00,1,0.39256692,,,,
5548,1383715800000.00,39,0.475924524,2.931489925,0.504953017,,113.6939608
5548,1383715800000.00,63,,,,0.398903507,
5548,1383716400000.00,0,0.698776611,,,,
5548,1383716400000.00,380,,,,0.232925537,
5548,1383716400000.00,39,0.704775957,3.598672073,0.269280805,1.009906034,116.0600665
5548,1383716400000.00,63,,,,0.737878554,
5548,1383717000000.00,0,0.465851074,,,,
5548,1383717000000.00,33,,,0.269280805,,0.39256692
5548,1383717000000.00,39,0.39556664,3.416740078,,2.300735562,141.2034215
5548,1383717000000.00,94,,,,0.39256692,
5548,1383717600000.00,0,2.355401521,,,,
5548,1383717600000.00,33,,0.083357603,,,
5548,1383717600000.00,39,4.299415796,8.020864709,3.187855486,1.968823662,139.795269
5548,1383717600000.00,94,0.584236517,,,0.39256692,
5548,1383718200000.00,0,4.61705981,,,,
5548,1383718200000.00,33,,,,,0.39256692
5548,1383718200000.00,34,,,,,0.625492457
5548,1383718200000.00,39,1.671099122,8.188243424,0.555208023,6.106683117,154.5562414
5548,1383718800000.00,0,1.570267681,,,,
5548,1383718800000.00,34,,,,,1.018059378
5548,1383718800000.00,39,3.446922118,3.370157489,3.434433707,3.092943226,176.9707127
5548,1383719400000.00,0,0.791470427,,,,
5548,1383719400000.00,39,4.054935602,7.766073937,3.135881089,2.386350215,186.3598128
5548,1383720000000.00,0,4.649953428,,,,
5548,1383720000000.00,33,,,,,0.39256692
5548,1383720000000.00,385,,0.083357603,,,
5548,1383720000000.00,39,8.414078673,7.426830983,5.604719441,5.317223078,231.5741788
5548,1383720000000.00,43,1.177700761,,,,0.504953017
5548,1383720000000.00,48,,,,,0.232925537
5548,1383720000000.00,49,,,,,0.504953017
5548,1383720000000.00,94,,,,0.39256692,
5548,1383720600000.00,0,2.791471147,,,,
5548,1383720600000.00,385,,0.083357603,0.083357603,,
5548,1383720600000.00,39,4.102522696,7.742105992,6.524638178,10.14404656,244.0233859
5548,1383720600000.00,41,,,0.39256692,,
5548,1383720600000.00,43,,,,,0.504953017
5548,1383720600000.00,44,,,,,1.250984915
5548,1383721200000.00,0,8.802575224,,,0.504953017,
5548,1383721200000.00,33,0.39256692,,0.39256692,,
5548,1383721200000.00,353,,0.39256692,,,
5548,1383721200000.00,39,13.28607165,7.588790519,10.39979065,12.66043454,209.2083973
5548,1383721200000.00,41,0.39256692,,,,
5548,1383721200000.00,44,,,,,5.003939659
5548,1383721800000.00,0,9.140086106,,,,
5548,1383721800000.00,33,,,,,0.39256692
5548,1383721800000.00,34,,,,,0.232925537
5548,1383721800000.00,358,,,0.95599303,,
5548,1383721800000.00,39,17.07324158,13.03944279,7.398433788,13.37782657,288.3656592
5548,1383721800000.00,41,0.39256692,,,,0.504953017
5548,1383721800000.00,44,,,,,1.876477372
5548,1383721800000.00,63,,,,0.504953017,
5548,1383722400000.00,0,5.382299509,,,,
5548,1383722400000.00,33,,,,,0.39256692
5548,1383722400000.00,34,,,,,0.232925537
5548,1383722400000.00,39,11.03160912,14.47027585,11.07523433,13.76334341,240.7571453
5548,1383722400000.00,44,,,,,8.97119146
5548,1383722400000.00,49,,,,,0.504953017
5548,1383722400000.00,63,0.504953017,,,0.802207867,
5548,1383723000000.00,0,6.330162678,,,,
5548,1383723000000.00,39,14.71886208,11.10407334,13.57850461,12.1595645,254.3175273
5548,1383723000000.00,40,,,,0.0792835,
5548,1383723000000.00,41,,0.232925537,,,
5548,1383723000000.00,44,,,,,1.410626298
5548,1383723000000.00,46,,,,,0.504953017
5548,1383723600000.00,0,5.845511756,,,,
5548,1383723600000.00,33,,,,,0.39256692
5548,1383723600000.00,39,16.7335447,12.42902237,12.69057557,16.50473158,278.8500386
5548,1383723600000.00,49,,,0.95599303,,0.232925537
5548,1383723600000.00,63,,,,0.232925537,
5548,1383724200000.00,0,8.987572471,,,,
5548,1383724200000.00,39,20.33143021,11.35849449,18.25876619,17.33996054,264.1699466
5548,1383724200000.00,63,0.232925537,,,,
5548,1383724200000.00,880,,,,0.232925537,
5548,1383724200000.00,94,,,,1.402472954,
5548,1383724800000.00,0,11.46689464,,,,
5548,1383724800000.00,33,,,0.184606449,,
5548,1383724800000.00,39,17.22995781,15.4414407,21.39090991,13.98163638,280.411313
5548,1383724800000.00,43,0.39256692,,,,
5548,1383724800000.00,880,,,,0.232925537,
5548,1383724800000.00,94,,,0.39256692,,
5548,1383725400000.00,0,9.900761586,,,0.232925537,
5548,1383725400000.00,351,0.39256692,,,,
5548,1383725400000.00,39,19.46930906,14.36780588,17.67262586,20.12560709,274.0461268
5548,1383725400000.00,41,,,,,0.232925537
5548,1383725400000.00,63,,,,0.465851074,
5548,1383726000000.00,0,8.447318805,,,,
5548,1383726000000.00,20,,,,0.214297057,
5548,1383726000000.00,32,,,,,0.504953017
5548,1383726000000.00,33,,0.39256692,,,
5548,1383726000000.00,373,,,,0.232925537,
5548,1383726000000.00,380,,,,0.083357603,
5548,1383726000000.00,39,13.78847149,11.57576519,19.80778389,20.31551058,355.3712821
5548,1383726000000.00,41,,0.232925537,,1.348559951,
5548,1383726000000.00,971,,,,0.269280805,
5548,1383726600000.00,0,13.17939731,,,0.083357603,
5548,1383726600000.00,20,1.177700761,,,,
5548,1383726600000.00,32,,,,,0.504953017
5548,1383726600000.00,33,,,,,0.0792835
5548,1383726600000.00,39,18.57336418,15.58916217,30.3309764,25.20777894,280.5302369
5548,1383726600000.00,41,0.0792835,,,,
5548,1383726600000.00,49,,,,,0.214297057
5548,1383726600000.00,63,,,,0.504953017,
5548,1383727200000.00,0,8.445195189,,0.232925537,0.625492457,
5548,1383727200000.00,380,,,,0.214297057,
5548,1383727200000.00,39,14.32223809,7.790281377,17.35965659,24.16827617,260.3748826
5548,1383727200000.00,41,,,0.95599303,1.911986061,
5548,1383727200000.00,7,,,0.232925537,,
5548,1383727200000.00,91,,,0.78513384,,
5548,1383727800000.00,0,10.96356821,,0.083357603,0.504953017,
5548,1383727800000.00,32,,,,,0.504953017
5548,1383727800000.00,34,,,0.232925537,,
5548,1383727800000.00,380,,,,1.016504924,
5548,1383727800000.00,39,20.1136205,14.32436826,21.01787092,29.72784088,279.1470184
5548,1383727800000.00,41,0.504953017,,,1.188918568,
5548,1383727800000.00,63,,,,0.0792835,
5548,1383727800000.00,94,,,,0.39256692,
5548,1383728400000.00,0,13.65523373,,,0.214297057,
5548,1383728400000.00,33,0.166715207,0.166715207,,,
5548,1383728400000.00,387,,,,0.232925537,
5548,1383728400000.00,39,16.20949468,8.846526427,18.81648174,20.24973762,315.8437262
5548,1383728400000.00,63,,,,0.214297057,
5548,1383728400000.00,7,,,0.39256692,,
5548,1383729000000.00,0,6.379655173,,,0.237850499,
5548,1383729000000.00,387,,0.39256692,,,
5548,1383729000000.00,39,19.54785404,11.90908511,22.2517091,24.11889307,278.3617486
5548,1383729000000.00,41,,,,,0.39256692
5548,1383729000000.00,49,,,,,0.625492457
5548,1383729000000.00,63,,,,0.232925537,
5548,1383729000000.00,7,0.39256692,0.559282127,,,
5548,1383729000000.00,880,,,,0.232925537,
5548,1383729600000.00,0,4.708095917,,0.95599303,,
5548,1383729600000.00,39,14.30196111,11.99344871,25.71833438,23.19802891,309.0946748
5548,1383729600000.00,44,0.214297057,,,,
5548,1383729600000.00,49,,,,0.232925537,
5548,1383729600000.00,63,,,,0.214297057,
5548,1383729600000.00,7,0.39256692,0.39256692,,,
5548,1383730200000.00,0,5.949324804,,,,
5548,1383730200000.00,34,,,,1.911986061,
5548,1383730200000.00,351,,,,0.214297057,
5548,1383730200000.00,39,25.70876203,13.6701824,24.63905898,25.42923158,402.8733061
5548,1383730200000.00,41,,,,0.39256692,
5548,1383730200000.00,44,,0.504953017,0.719250075,,
5548,1383730200000.00,49,,,,,0.737878554
5548,1383730200000.00,7,1.570267681,1.177700761,0.504953017,,
5548,1383730200000.00,86,,,,0.95599303,
5548,1383730800000.00,0,5.624794213,,,0.78513384,
5548,1383730800000.00,33,,,,,0.232925537
5548,1383730800000.00,39,19.17816954,13.55264772,24.29523722,26.60862556,439.7062197
5548,1383730800000.00,40,,,0.504953017,,
5548,1383730800000.00,63,,,,0.0792835,
5548,1383731400000.00,0,5.005519181,0.158566999,,2.366619328,
5548,1383731400000.00,33,0.95599303,0.95599303,0.39256692,,
5548,1383731400000.00,359,,,0.232925537,,
5548,1383731400000.00,39,22.30975773,17.60405316,18.71983492,19.57043506,398.208718
5548,1383731400000.00,41,,,,0.39256692,
5548,1383732000000.00,0,5.578611803,,,,
5548,1383732000000.00,33,,,,,0.232925537
5548,1383732000000.00,389,,,0.232925537,,
5548,1383732000000.00,39,23.47080809,14.4901844,25.28570765,25.60720672,323.335524
5548,1383732000000.00,49,,,,,0.232925537
5548,1383732000000.00,63,,,,0.232925537,
5548,1383732000000.00,86,0.78513384,,,,
5548,1383732600000.00,0,7.668238317,,,0.737878554,
5548,1383732600000.00,1,,,,,0.897519937
5548,1383732600000.00,39,12.34506909,16.03798324,16.65204137,23.41680753,272.7070368
